Timestamp,X,Y,Z
2025-03-13 12:09:51,10.093416666666663,-1.8751211340206213,21.36973684210525
2025-03-13 12:09:54,8.154420833333335,-0.9625425257731995,15.247618421052636
2025-03-13 12:09:56,6.985862499999999,-0.32527963917525876,11.731486842105259
2025-03-13 12:09:59,6.824570833333333,-0.14310180412371348,11.097276315789474
2025-03-13 12:10:02,6.778500000000004,-0.12328865979381681,10.902105263157905
2025-03-13 12:10:05,6.033487499999999,0.0752744845360797,8.305723684210523
2025-03-13 12:10:07,6.02845,0.06794329896907049,8.12363157894737
2025-03-13 12:10:10,5.863849999999999,0.14024226804123532,7.356263157894734
2025-03-13 12:10:13,5.301437499999999,0.508545103092782,5.116118421052628
2025-03-13 12:10:15,4.579312500000002,1.1602641752577292,1.8426973684210592
2025-03-13 12:10:18,4.969274999999999,1.7660360824742247,2.056368421052626
2025-03-13 12:10:21,5.468745833333334,2.7415296391752557,2.201328947368424
2025-03-13 12:10:24,5.708450000000003,4.121963917525771,1.5157105263157957
2025-03-13 12:10:26,5.945787500000001,5.673354381443298,1.2961710526315822
2025-03-13 12:10:29,5.870283333333334,7.4091417525773196,0.8921578947368478
2025-03-13 12:10:32,5.832462499999998,9.170318298969072,0.8309342105263048
2025-03-13 12:10:34,5.898412500000003,10.916014175257732,0.8423552631579039
2025-03-13 12:10:37,6.009170833333335,12.661761597938145,1.0831447368421048
2025-03-13 12:10:40,5.883275000000006,14.364737113402061,1.2890000000000084
2025-03-13 12:10:43,5.288299999999996,15.84045618556701,1.4517894736842079
2025-03-13 12:10:45,4.249737500000001,17.044475515463912,1.9508552631578961
2025-03-13 12:10:48,3.169545833333332,17.846583762886596,2.1564868421052545
2025-03-13 12:10:51,2.0070416666666717,18.061453608247422,2.759999999999985
2025-03-13 12:10:54,1.031233333333334,17.59380670103093,2.7039999999999957
2025-03-13 12:10:56,0.3245916666666642,16.59292268041237,1.9817368421052612
2025-03-13 12:10:59,0.03015000000000016,15.151190721649485,0.8166578947368396
2025-03-13 12:11:02,-0.17724583333333163,13.445923969072163,0.8670921052631654
2025-03-13 12:11:05,-0.0965041666666681,11.54134149484536,1.0223289473684136
2025-03-13 12:11:07,0.41453750000000156,9.414710051546392,2.6503289473684264
2025-03-13 12:11:10,1.2348791666666685,7.1775425257731955,5.547750000000005
2025-03-13 12:11:13,2.0074333333333345,5.037646907216494,8.100210526315797
2025-03-13 12:11:15,2.6903666666666664,3.2379896907216486,8.588973684210528
2025-03-13 12:11:18,3.6403249999999985,1.9196546391752562,9.268578947368416
2025-03-13 12:11:21,3.4339291666666654,1.7046198453608243,6.9291447368421
2025-03-13 12:11:24,2.7821500000000015,2.4491701030927824,3.7400263157894775
2025-03-13 12:11:26,2.609033333333334,3.7972783505154637,2.015684210526319
2025-03-13 12:11:29,2.868954166666668,5.432880154639174,1.8204605263157927
2025-03-13 12:11:32,2.783970833333335,7.035194587628865,1.4290657894736862
