Timestamp,X,Y,Z
2025-04-29 15:05:22,2.9599583333333332,4.339333333333332,0
2025-04-29 15:05:23,2.8274277777777765,3.868701851851851,0
2025-04-29 15:05:25,2.5906694444444436,3.091762962962963,0
2025-04-29 15:05:26,2.2397805555555563,2.0248592592592587,0
2025-04-29 15:05:27,1.8029916666666665,0.6157333333333331,0
2025-04-29 15:05:29,1.744705555555555,0.6864259259259268,0
2025-04-29 15:05:30,1.7300555555555546,0.7701703703703705,0
2025-04-29 15:05:31,1.8942694444444448,0.7857074074074072,0
2025-04-29 15:05:33,2.193688888888889,0.7927092592592582,0
2025-04-29 15:05:34,2.6834222222222226,0.8063648148148148,0
2025-04-29 15:05:35,3.414258333333333,0.6431111111111112,0
2025-04-29 15:05:37,4.201805555555554,0.4210259259259269,0
2025-04-29 15:05:38,4.899130555555555,0.23079814814814897,0
2025-04-29 15:05:40,5.413805555555555,0.049575925925925565,0
2025-04-29 15:05:41,5.61583611111111,-0.07957037037037035,0
2025-04-29 15:05:42,5.491994444444444,0.04399629629629676,0
2025-04-29 15:05:44,5.132416666666667,0.2198111111111105,0
2025-04-29 15:05:45,4.465333333333332,0.5044944444444445,0
2025-04-29 15:05:46,3.760683333333334,0.790877777777777,0
2025-04-29 15:05:48,3.016011111111111,1.1466574074074067,0
2025-04-29 15:05:49,2.497649999999999,1.471861111111111,0
2025-04-29 15:05:50,2.2232638888888885,1.8975537037037038,0
2025-04-29 15:05:52,2.1862333333333326,2.468666666666667,0
2025-04-29 15:05:53,2.347861111111111,3.234129629629629,0
2025-04-29 15:05:54,2.729347222222223,4.145081481481482,0
2025-04-29 15:05:56,3.0056416666666674,5.172316666666667,0
2025-04-29 15:05:57,3.294666666666667,6.120244444444444,0
2025-04-29 15:05:58,3.666977777777777,6.889846296296296,0
2025-04-29 15:06:00,3.9626333333333337,7.426088888888891,0
2025-04-29 15:06:01,3.9170611111111104,7.7987574074074075,0
2025-04-29 15:06:02,3.6440222222222185,7.985275925925926,0
2025-04-29 15:06:04,3.1143916666666676,8.181566666666667,0
2025-04-29 15:06:05,2.351866666666668,8.268044444444445,0
2025-04-29 15:06:07,1.7249888888888867,8.190731481481482,0
2025-04-29 15:06:08,1.642480555555557,7.959075925925926,0
2025-04-29 15:06:09,1.8198666666666679,7.591649999999998,0
2025-04-29 15:06:11,2.07240277777778,6.91515185185185,0
2025-04-29 15:06:12,2.429338888888889,6.017609259259259,0
2025-04-29 15:06:13,2.7800444444444437,5.0879462962962965,0
2025-04-29 15:06:14,2.9367027777777794,4.253046296296296,0
2025-04-29 15:06:16,3.024658333333335,3.414438888888888,0
2025-04-29 15:06:17,3.2306277777777783,2.6786185185185185,0
2025-04-29 15:06:19,3.474524999999998,2.232527777777778,0
2025-04-29 15:06:20,3.380594444444445,1.9736629629629632,0
2025-04-29 15:06:22,2.949333333333333,1.7197944444444444,0
2025-04-29 15:06:23,2.3438861111111113,1.5867240740740738,0
2025-04-29 15:06:24,1.471736111111111,1.6919074074074076,0
2025-04-29 15:06:25,0.35946388888888814,1.8841703703703703,0
2025-04-29 15:06:27,-0.5220833333333325,2.1056111111111107,0
2025-04-29 15:06:29,-0.9923416666666657,2.1865277777777776,0
2025-04-29 15:06:29,-1.028916666666666,2.1530388888888887,0
2025-04-29 15:06:31,-0.7921222222222215,2.018518518518518,0
2025-04-29 15:06:33,-0.4050416666666671,1.7639999999999996,0
2025-04-29 15:06:33,0.006663888888889843,1.5100425925925922,0
2025-04-29 15:06:35,0.4716611111111114,1.491907407407407,0
2025-04-29 15:06:36,0.9545277777777779,1.6036851851851845,0
2025-04-29 15:06:38,1.5077527777777775,1.6063685185185193,0
2025-04-29 15:06:39,2.059583333333333,1.530144444444445,0
2025-04-29 15:06:40,2.610197222222222,1.4055537037037036,0
2025-04-29 15:06:42,3.2750500000000007,1.2765166666666663,0
2025-04-29 15:06:43,3.8356305555555545,1.1948648148148153,0
2025-04-29 15:06:45,4.289691666666667,1.2405944444444443,0
2025-04-29 15:06:46,4.682502777777779,1.3852685185185174,0
2025-04-29 15:06:47,5.008508333333334,1.5346666666666666,0
2025-04-29 15:06:48,5.041680555555557,1.6074703703703699,0
2025-04-29 15:06:50,5.029733333333334,1.6484888888888887,0
2025-04-29 15:06:51,5.002613888888888,1.6755592592592599,0
2025-04-29 15:06:52,5.001230555555555,1.6903592592592598,0
2025-04-29 15:06:55,5.028008333333334,1.730138888888889,0
2025-04-29 15:06:57,5.053777777777777,1.7334351851851861,0
2025-04-29 15:06:58,5.11145,1.7108555555555551,0
2025-04-29 15:06:59,5.161772222222221,1.7028314814814824,0
2025-04-29 15:07:00,5.179130555555555,1.7123981481481472,0
2025-04-29 15:07:02,5.236097222222223,1.6847592592592588,0
2025-04-29 15:07:03,5.335299999999999,1.630361111111111,0
2025-04-29 15:07:05,5.378263888888888,1.5573370370370372,0
2025-04-29 15:07:08,5.3751944444444435,1.5615962962962966,0
2025-04-29 15:07:09,5.372030555555554,1.567753703703704,0
2025-04-29 15:07:10,5.3091777777777756,1.5931351851851858,0
2025-04-29 15:07:12,5.3099277777777765,1.6037518518518525,0
2025-04-29 15:07:13,5.375191666666667,1.5883111111111101,0
2025-04-29 15:07:14,5.414258333333333,1.6182222222222225,0
2025-04-29 15:07:15,5.540797222222223,1.5895092592592592,0
2025-04-29 15:07:17,5.5922388888888905,1.6112481481481475,0
2025-04-29 15:07:18,5.531497222222222,1.7327703703703707,0
2025-04-29 15:07:20,5.5261749999999985,1.7596722222222225,0
